node_id,node_type,name,properties_json
obs:gdp_primary:2009Q1,Observation,浙江第一产业增加值 2009Q1,"{""value"":170.9,""expected"":173.22905168059748,""residual_pct"":-0.013444925421007392,""revision_risk"":false}"
obs:gdp_tertiary:2009Q1,Observation,浙江第三产业增加值 2009Q1,"{""value"":2145.8,""expected"":2155.2849695216332,""residual_pct"":-0.0044007960226893905,""revision_risk"":false}"
obs:gdp_secondary:2009Q1,Observation,浙江第二产业增加值 2009Q1,"{""value"":2315.4,""expected"":2517.663752164884,""residual_pct"":-0.08033787355081146,""revision_risk"":false}"
period:Q:2009Q2,TimePeriod,2009Q2,"{""frequency"":""Q"",""start"":""2009-04-01""}"
obs:gdp_primary:2009Q2,Observation,浙江第一产业增加值 2009Q2,"{""value"":262.0,""expected"":286.90670253686864,""residual_pct"":-0.08681115608886147,""revision_risk"":false}"
obs:gdp_tertiary:2009Q2,Observation,浙江第三产业增加值 2009Q2,"{""value"":2397.3,""expected"":2444.172107549132,""residual_pct"":-0.019177089618346188,""revision_risk"":false}"
obs:gdp_secondary:2009Q2,Observation,浙江第二产业增加值 2009Q2,"{""value"":2752.1,""expected"":3032.2269127835993,""residual_pct"":-0.0923832288416837,""revision_risk"":false}"
period:Q:2009Q3,TimePeriod,2009Q3,"{""frequency"":""Q"",""start"":""2009-07-01""}"
obs:gdp_primary:2009Q3,Observation,浙江第一产业增加值 2009Q3,"{""value"":261.5,""expected"":261.43691114107367,""residual_pct"":0.00024131580598529823,""revision_risk"":false}"
obs:gdp_tertiary:2009Q3,Observation,浙江第三产业增加值 2009Q3,"{""value"":2430.0999999999995,""expected"":2432.4211481881553,""residual_pct"":-0.0009542542375463592,""revision_risk"":false}"
obs:gdp_secondary:2009Q3,Observation,浙江第二产业增加值 2009Q3,"{""value"":3093.0,""expected"":3116.5710413190695,""residual_pct"":-0.007563133009505618,""revision_risk"":false}"
period:Q:2009Q4,TimePeriod,2009Q4,"{""frequency"":""Q"",""start"":""2009-10-01""}"
obs:gdp_primary:2009Q4,Observation,浙江第一产业增加值 2009Q4,"{""value"":467.2500000000001,""expected"":472.9947461194677,""residual_pct"":-0.012145475539841688,""revision_risk"":true}"
obs:gdp_tertiary:2009Q4,Observation,浙江第三产业增加值 2009Q4,"{""value"":2854.2799999999997,""expected"":2871.7280945449174,""residual_pct"":-0.006075817058746491,""revision_risk"":true}"
obs:gdp_secondary:2009Q4,Observation,浙江第二产业增加值 2009Q4,"{""value"":3682.7999999999993,""expected"":3677.2642999446307,""residual_pct"":0.0015053854180271387,""revision_risk"":true}"
period:Q:2010Q1,TimePeriod,2010Q1,"{""frequency"":""Q"",""start"":""2010-01-01""}"
obs:gdp_primary:2010Q1,Observation,浙江第一产业增加值 2010Q1,"{""value"":185.3,""expected"":186.576910542629,""residual_pct"":-0.006843882980564486,""revision_risk"":false}"
obs:gdp_tertiary:2010Q1,Observation,浙江第三产业增加值 2010Q1,"{""value"":2501.5,""expected"":2467.1296313765647,""residual_pct"":0.013931318478898946,""revision_risk"":false}"
obs:gdp_secondary:2010Q1,Observation,浙江第二产业增加值 2010Q1,"{""value"":2676.5,""expected"":2701.4681882474997,""residual_pct"":-0.009242451329288914,""revision_risk"":false}"
period:Q:2010Q2,TimePeriod,2010Q2,"{""frequency"":""Q"",""start"":""2010-04-01""}"
obs:gdp_primary:2010Q2,Observation,浙江第一产业增加值 2010Q2,"{""value"":321.5,""expected"":322.26687330921095,""residual_pct"":-0.002379621899503026,""revision_risk"":false}"
obs:gdp_tertiary:2010Q2,Observation,浙江第三产业增加值 2010Q2,"{""value"":2855.1099999999997,""expected"":2902.778225248321,""residual_pct"":-0.016421587027801166,""revision_risk"":false}"
obs:gdp_secondary:2010Q2,Observation,浙江第二产业增加值 2010Q2,"{""value"":3453.17,""expected"":3469.039871590685,""residual_pct"":-0.004574715822856179,""revision_risk"":false}"
period:Q:2010Q3,TimePeriod,2010Q3,"{""frequency"":""Q"",""start"":""2010-07-01""}"
obs:gdp_primary:2010Q3,Observation,浙江第一产业增加值 2010Q3,"{""value"":302.99999999999994,""expected"":302.65923149524394,""residual_pct"":0.0011259147889608467,""revision_risk"":false}"
obs:gdp_tertiary:2010Q3,Observation,浙江第三产业增加值 2010Q3,"{""value"":2875.29,""expected"":2890.581006295126,""residual_pct"":-0.005289942147210236,""revision_risk"":false}"
obs:gdp_secondary:2010Q3,Observation,浙江第二产业增加值 2010Q3,"{""value"":3593.7299999999996,""expected"":3606.1268412312993,""residual_pct"":-0.0034377163580487924,""revision_risk"":false}"
period:Q:2010Q4,TimePeriod,2010Q4,"{""frequency"":""Q"",""start"":""2010-10-01""}"
obs:gdp_primary:2010Q4,Observation,浙江第一产业增加值 2010Q4,"{""value"":550.9000000000001,""expected"":546.2643821576769,""residual_pct"":0.008486033491718947,""revision_risk"":true}"
obs:gdp_tertiary:2010Q4,Observation,浙江第三产业增加值 2010Q4,"{""value"":3512.8999999999996,""expected"":3497.331860062784,""residual_pct"":0.004451433424146334,""revision_risk"":true}"
obs:gdp_secondary:2010Q4,Observation,浙江第二产业增加值 2010Q4,"{""value"":4397.9,""expected"":4327.11689882,""residual_pct"":0.016358028413630876,""revision_risk"":true}"
period:Q:2011Q1,TimePeriod,2011Q1,"{""frequency"":""Q"",""start"":""2011-01-01""}"
obs:gdp_primary:2011Q1,Observation,浙江第一产业增加值 2011Q1,"{""value"":215.06,""expected"":216.84659284124044,""residual_pct"":-0.008238971236907755,""revision_risk"":false}"
obs:gdp_tertiary:2011Q1,Observation,浙江第三产业增加值 2011Q1,"{""value"":2928.67,""expected"":2894.6292689075294,""residual_pct"":0.011759962306094662,""revision_risk"":false}"
obs:gdp_secondary:2011Q1,Observation,浙江第二产业增加值 2011Q1,"{""value"":3167.51,""expected"":3127.1897492982525,""residual_pct"":0.012893445532301095,""revision_risk"":false}"
period:Q:2011Q2,TimePeriod,2011Q2,"{""frequency"":""Q"",""start"":""2011-04-01""}"
obs:gdp_primary:2011Q2,Observation,浙江第一产业增加值 2011Q2,"{""value"":378.34,""expected"":377.4199658029796,""residual_pct"":0.002437693498972493,""revision_risk"":false}"
obs:gdp_tertiary:2011Q2,Observation,浙江第三产业增加值 2011Q2,"{""value"":3531.33,""expected"":3466.5260077526045,""residual_pct"":0.018694217814165137,""revision_risk"":false}"
obs:gdp_secondary:2011Q2,Observation,浙江第二产业增加值 2011Q2,"{""value"":4432.69,""expected"":4058.5752091308104,""residual_pct"":0.09217884887965644,""revision_risk"":false}"
period:Q:2011Q3,TimePeriod,2011Q3,"{""frequency"":""Q"",""start"":""2011-07-01""}"
obs:gdp_primary:2011Q3,Observation,浙江第一产业增加值 2011Q3,"{""value"":358.20000000000005,""expected"":350.4501088301702,""residual_pct"":0.022114106900122055,""revision_risk"":false}"
obs:gdp_tertiary:2011Q3,Observation,浙江第三产业增加值 2011Q3,"{""value"":3532.1000000000004,""expected"":3360.4485317568815,""residual_pct"":0.05107992775993431,""revision_risk"":false}"
obs:gdp_secondary:2011Q3,Observation,浙江第二产业增加值 2011Q3,"{""value"":4083.500000000001,""expected"":4038.631056689427,""residual_pct"":0.011109938660094798,""revision_risk"":false}"
period:Q:2011Q4,TimePeriod,2011Q4,"{""frequency"":""Q"",""start"":""2011-10-01""}"
obs:gdp_primary:2011Q4,Observation,浙江第一产业增加值 2011Q4,"{""value"":628.9999999999999,""expected"":616.2640364817768,""residual_pct"":0.020666407196065162,""revision_risk"":true}"
obs:gdp_tertiary:2011Q4,Observation,浙江第三产业增加值 2011Q4,"{""value"":4023.2999999999993,""expected"":4070.721841067258,""residual_pct"":-0.011649491888354069,""revision_risk"":true}"
obs:gdp_secondary:2011Q4,Observation,浙江第二产业增加值 2011Q4,"{""value"":4720.5,""expected"":4743.433666521492,""residual_pct"":-0.004834823913182351,""revision_risk"":true}"
period:Q:2012Q1,TimePeriod,2012Q1,"{""frequency"":""Q"",""start"":""2012-01-01""}"
obs:gdp_primary:2012Q1,Observation,浙江第一产业增加值 2012Q1,"{""value"":242.7,""expected"":242.13221826065723,""residual_pct"":0.0023449243699222855,""revision_risk"":false}"
obs:gdp_tertiary:2012Q1,Observation,浙江第三产业增加值 2012Q1,"{""value"":3137.8,""expected"":3168.571853880014,""residual_pct"":-0.009711584682017715,""revision_risk"":false}"
obs:gdp_secondary:2012Q1,Observation,浙江第二产业增加值 2012Q1,"{""value"":3344.2,""expected"":3348.6106268326384,""residual_pct"":-0.0013171512977041555,""revision_risk"":false}"
period:Q:2012Q2,TimePeriod,2012Q2,"{""frequency"":""Q"",""start"":""2012-04-01""}"
obs:gdp_primary:2012Q2,Observation,浙江第一产业增加值 2012Q2,"{""value"":413.00000000000006,""expected"":416.6019764679639,""residual_pct"":-0.00864608588394633,""revision_risk"":false}"
obs:gdp_tertiary:2012Q2,Observation,浙江第三产业增加值 2012Q2,"{""value"":3991.0,""expected"":3916.368051200519,""residual_pct"":0.019056418555095656,""revision_risk"":false}"
obs:gdp_secondary:2012Q2,Observation,浙江第二产业增加值 2012Q2,"{""value"":4661.7,""expected"":4427.853327627866,""residual_pct"":0.052812650977626774,""revision_risk"":false}"
period:Q:2012Q3,TimePeriod,2012Q3,"{""frequency"":""Q"",""start"":""2012-07-01""}"
obs:gdp_primary:2012Q3,Observation,浙江第一产业增加值 2012Q3,"{""value"":373.70000000000005,""expected"":373.81980685122943,""residual_pct"":-0.00032049358817698437,""revision_risk"":false}"
obs:gdp_tertiary:2012Q3,Observation,浙江第三产业增加值 2012Q3,"{""value"":3787.7,""expected"":3780.164288393826,""residual_pct"":0.0019934878569458636,""revision_risk"":false}"
obs:gdp_secondary:2012Q3,Observation,浙江第二产业增加值 2012Q3,"{""value"":4263.1,""expected"":4288.820824934458,""residual_pct"":-0.005997178708171069,""revision_risk"":false}"
period:Q:2012Q4,TimePeriod,2012Q4,"{""frequency"":""Q"",""start"":""2012-10-01""}"
obs:gdp_primary:2012Q4,Observation,浙江第一产业增加值 2012Q4,"{""value"":640.0999999999999,""expected"":641.7214599349712,""residual_pct"":-0.0025267347848014765,""revision_risk"":true}"
obs:gdp_tertiary:2012Q4,Observation,浙江第三产业增加值 2012Q4,"{""value"":4707.9,""expected"":4680.335270975001,""residual_pct"":0.005889477447468483,""revision_risk"":true}"
obs:gdp_secondary:2012Q4,Observation,浙江第二产业增加值 2012Q4,"{""value"":5043.4000000000015,""expected"":5028.205718440553,""residual_pct"":0.003021809848336998,""revision_risk"":true}"
period:Q:2013Q1,TimePeriod,2013Q1,"{""frequency"":""Q"",""start"":""2013-01-01""}"
obs:gdp_primary:2013Q1,Observation,浙江第一产业增加值 2013Q1,"{""value"":258.3,""expected"":258.1088263953669,""residual_pct"":0.0007406705431307614,""revision_risk"":false}"
obs:gdp_tertiary:2013Q1,Observation,浙江第三产业增加值 2013Q1,"{""value"":3446.7,""expected"":3500.9870268536756,""residual_pct"":-0.015506206231921782,""revision_risk"":false}"
obs:gdp_secondary:2013Q1,Observation,浙江第二产业增加值 2013Q1,"{""value"":3556.6,""expected"":3553.615841374431,""residual_pct"":0.0008397527360231027,""revision_risk"":false}"
period:Q:2013Q2,TimePeriod,2013Q2,"{""frequency"":""Q"",""start"":""2013-04-01""}"
obs:gdp_primary:2013Q2,Observation,浙江第一产业增加值 2013Q2,"{""value"":421.59999999999997,""expected"":449.0700302639173,""residual_pct"":-0.06117092750049091,""revision_risk"":false}"
obs:gdp_tertiary:2013Q2,Observation,浙江第三产业增加值 2013Q2,"{""value"":4387.0,""expected"":4352.588863089966,""residual_pct"":0.007905901060824005,""revision_risk"":false}"
obs:gdp_secondary:2013Q2,Observation,浙江第二产业增加值 2013Q2,"{""value"":4883.699999999999,""expected"":4885.58489348985,""residual_pct"":-0.0003858071307619726,""revision_risk"":false}"
period:Q:2013Q3,TimePeriod,2013Q3,"{""frequency"":""Q"",""start"":""2013-07-01""}"
obs:gdp_primary:2013Q3,Observation,浙江第一产业增加值 2013Q3,"{""value"":394.6,""expected"":392.3318469444506,""residual_pct"":0.005781210659328906,""revision_risk"":false}"
obs:gdp_tertiary:2013Q3,Observation,浙江第三产业增加值 2013Q3,"{""value"":4229.3,""expected"":4193.454937301364,""residual_pct"":0.008547859279418812,""revision_risk"":false}"
obs:gdp_secondary:2013Q3,Observation,浙江第二产业增加值 2013Q3,"{""value"":4617.300000000001,""expected"":4590.404193988397,""residual_pct"":0.005859136772057294,""revision_risk"":false}"
period:Q:2013Q4,TimePeriod,2013Q4,"{""frequency"":""Q"",""start"":""2013-10-01""}"
obs:gdp_primary:2013Q4,Observation,浙江第一产业增加值 2013Q4,"{""value"":710.1199999999999,""expected"":665.1284751098397,""residual_pct"":0.06764336000308857,""revision_risk"":true}"
obs:gdp_tertiary:2013Q4,Observation,浙江第三产业增加值 2013Q4,"{""value"":5274.220000000001,""expected"":5172.750435083225,""residual_pct"":0.019616172515994013,""revision_risk"":true}"
obs:gdp_secondary:2013Q4,Observation,浙江第二产业增加值 2013Q4,"{""value"":5389.050000000001,""expected"":5357.558127170975,""residual_pct"":0.005878027280621367,""revision_risk"":true}"
period:Q:2014Q1,TimePeriod,2014Q1,"{""frequency"":""Q"",""start"":""2014-01-01""}"
obs:gdp_primary:2014Q1,Observation,浙江第一产业增加值 2014Q1,"{""value"":274.21,""expected"":274.2822277361738,""residual_pct"":-0.0002633336354672666,""revision_risk"":false}"
obs:gdp_tertiary:2014Q1,Observation,浙江第三产业增加值 2014Q1,"{""value"":3749.32,""expected"":3796.4244208032524,""residual_pct"":-0.012407575018518524,""revision_risk"":false}"
obs:gdp_secondary:2014Q1,Observation,浙江第二产业增加值 2014Q1,"{""value"":3744.93,""expected"":3759.9499151588475,""residual_pct"":-0.003994711498228276,""revision_risk"":false}"
period:Q:2014Q2,TimePeriod,2014Q2,"{""frequency"":""Q"",""start"":""2014-04-01""}"
obs:gdp_primary:2014Q2,Observation,浙江第一产业增加值 2014Q2,"{""value"":480.99000000000007,""expected"":476.6002003737819,""residual_pct"":0.00921065417676159,""revision_risk"":false}"
obs:gdp_tertiary:2014Q2,Observation,浙江第三产业增加值 2014Q2,"{""value"":4558.34,""expected"":4620.073093410747,""residual_pct"":-0.013361930030672431,""revision_risk"":false}"
obs:gdp_secondary:2014Q2,Observation,浙江第二产业增加值 2014Q2,"{""value"":5170.42,""expected"":5101.496309360646,""residual_pct"":0.01351048524976628,""revision_risk"":false}"
period:Q:2014Q3,TimePeriod,2014Q3,"{""frequency"":""Q"",""start"":""2014-07-01""}"
obs:gdp_primary:2014Q3,Observation,浙江第一产业增加值 2014Q3,"{""value"":398.21000000000004,""expected"":398.38018404283844,""residual_pct"":-0.00042719003016500334,""revision_risk"":false}"
obs:gdp_tertiary:2014Q3,Observation,浙江第三产业增加值 2014Q3,"{""value"":4511.5,""expected"":4534.171925680388,""residual_pct"":-0.005000235115033891,""revision_risk"":false}"
obs:gdp_secondary:2014Q3,Observation,浙江第二产业增加值 2014Q3,"{""value"":4934.27,""expected"":4726.53666633601,""residual_pct"":0.04395043312443492,""revision_risk"":false}"
period:Q:2014Q4,TimePeriod,2014Q4,"{""frequency"":""Q"",""start"":""2014-10-01""}"
obs:gdp_primary:2014Q4,Observation,浙江第一产业增加值 2014Q4,"{""value"":625.8499999999999,""expected"":665.4260131460808,""residual_pct"":-0.05947470096482799,""revision_risk"":true}"
obs:gdp_tertiary:2014Q4,Observation,浙江第三产业增加值 2014Q4,"{""value"":6402.3499999999985,""expected"":5700.794761039691,""residual_pct"":0.12306270763418259,""revision_risk"":true}"
obs:gdp_secondary:2014Q4,Observation,浙江第二产业增加值 2014Q4,"{""value"":5303.109999999999,""expected"":5474.118677031331,""residual_pct"":-0.03123949024869732,""revision_risk"":true}"
period:Q:2015Q1,TimePeriod,2015Q1,"{""frequency"":""Q"",""start"":""2015-01-01""}"
obs:gdp_primary:2015Q1,Observation,浙江第一产业增加值 2015Q1,"{""value"":278.19,""expected"":279.0661577781654,""residual_pct"":-0.003139605981395621,""revision_risk"":false}"
obs:gdp_tertiary:2015Q1,Observation,浙江第三产业增加值 2015Q1,"{""value"":4291.97,""expected"":4316.561972442389,""residual_pct"":-0.005697120208023709,""revision_risk"":false}"
obs:gdp_secondary:2015Q1,Observation,浙江第二产业增加值 2015Q1,"{""value"":3772.22,""expected"":3784.1649194151883,""residual_pct"":-0.003156553604179213,""revision_risk"":false}"
period:Q:2015Q2,TimePeriod,2015Q2,"{""frequency"":""Q"",""start"":""2015-04-01""}"
obs:gdp_primary:2015Q2,Observation,浙江第一产业增加值 2015Q2,"{""value"":485.10999999999996,""expected"":489.26280065365256,""residual_pct"":-0.00848787328222067,""revision_risk"":false}"
obs:gdp_tertiary:2015Q2,Observation,浙江第三产业增加值 2015Q2,"{""value"":5354.86,""expected"":5181.5470696214425,""residual_pct"":0.03344810498676387,""revision_risk"":false}"
obs:gdp_secondary:2015Q2,Observation,浙江第二产业增加值 2015Q2,"{""value"":5098.34,""expected"":5098.512505164943,""residual_pct"":-3.3834410481103916e-05,""revision_risk"":false}"
period:Q:2015Q3,TimePeriod,2015Q3,"{""frequency"":""Q"",""start"":""2015-07-01""}"
obs:gdp_primary:2015Q3,Observation,浙江第一产业增加值 2015Q3,"{""value"":397.8600000000001,""expected"":403.15219570921585,""residual_pct"":-0.013127041761253011,""revision_risk"":false}"
obs:gdp_tertiary:2015Q3,Observation,浙江第三产业增加值 2015Q3,"{""value"":5211.42,""expected"":5195.732637037465,""residual_pct"":0.0030192783305877935,""revision_risk"":false}"
obs:gdp_secondary:2015Q3,Observation,浙江第二产业增加值 2015Q3,"{""value"":4794.26,""expected"":4810.354814362349,""residual_pct"":-0.0033458684407841055,""revision_risk"":false}"
period:Q:2015Q4,TimePeriod,2015Q4,"{""frequency"":""Q"",""start"":""2015-10-01""}"
obs:gdp_primary:2015Q4,Observation,浙江第一产业增加值 2015Q4,"{""value"":671.6399999999999,""expected"":674.0647246483412,""residual_pct"":-0.0035971688766331944,""revision_risk"":true}"
obs:gdp_tertiary:2015Q4,Observation,浙江第三产业增加值 2015Q4,"{""value"":6488.3499999999985,""expected"":6518.162208616002,""residual_pct"":-0.00457371382635996,""revision_risk"":true}"
obs:gdp_secondary:2015Q4,Observation,浙江第二产业增加值 2015Q4,"{""value"":6042.27,""expected"":5654.210380153404,""residual_pct"":0.06863197400802545,""revision_risk"":true}"
period:Q:2016Q1,TimePeriod,2016Q1,"{""frequency"":""Q"",""start"":""2016-01-01""}"
obs:gdp_primary:2016Q1,Observation,浙江第一产业增加值 2016Q1,"{""value"":301.8,""expected"":294.38966991149806,""residual_pct"":0.025171841426126385,""revision_risk"":false}"
obs:gdp_tertiary:2016Q1,Observation,浙江第三产业增加值 2016Q1,"{""value"":5075.38,""expected"":5012.474978308585,""residual_pct"":0.012549692908919274,""revision_risk"":false}"
obs:gdp_secondary:2016Q1,Observation,浙江第二产业增加值 2016Q1,"{""value"":3979.02,""expected"":4021.0322470442525,""residual_pct"":-0.010448124875182097,""revision_risk"":false}"
period:Q:2016Q2,TimePeriod,2016Q2,"{""frequency"":""Q"",""start"":""2016-04-01""}"
obs:gdp_primary:2016Q2,Observation,浙江第一产业增加值 2016Q2,"{""value"":530.69,""expected"":521.281093034843,""residual_pct"":0.018049584170374056,""revision_risk"":false}"
obs:gdp_tertiary:2016Q2,Observation,浙江第三产业增加值 2016Q2,"{""value"":5740.679999999999,""expected"":5812.85262629992,""residual_pct"":-0.012416042679867734,""revision_risk"":false}"
obs:gdp_secondary:2016Q2,Observation,浙江第二产业增加值 2016Q2,"{""value"":5134.76,""expected"":5389.952584662567,""residual_pct"":-0.04734597951542874,""revision_risk"":false}"
period:Q:2016Q3,TimePeriod,2016Q3,"{""frequency"":""Q"",""start"":""2016-07-01""}"
obs:gdp_primary:2016Q3,Observation,浙江第一产业增加值 2016Q3,"{""value"":418.6500000000001,""expected"":421.51821898429597,""residual_pct"":-0.006804495879697003,""revision_risk"":false}"
obs:gdp_tertiary:2016Q3,Observation,浙江第三产业增加值 2016Q3,"{""value"":5837.4,""expected"":5878.738290673538,""residual_pct"":-0.007031830408086193,""revision_risk"":false}"
obs:gdp_secondary:2016Q3,Observation,浙江第二产业增加值 2016Q3,"{""value"":5215.949999999999,""expected"":5197.126547054031,""residual_pct"":0.003621896210443065,""revision_risk"":false}"
period:Q:2016Q4,TimePeriod,2016Q4,"{""frequency"":""Q"",""start"":""2016-10-01""}"
obs:gdp_primary:2016Q4,Observation,浙江第一产业增加值 2016Q4,"{""value"":715.3999999999999,""expected"":707.4676505459263,""residual_pct"":0.011212314015987213,""revision_risk"":true}"
obs:gdp_tertiary:2016Q4,Observation,浙江第三产业增加值 2016Q4,"{""value"":7347.1500000000015,""expected"":7310.496424610887,""residual_pct"":0.005013828509062623,""revision_risk"":true}"
obs:gdp_secondary:2016Q4,Observation,浙江第二产业增加值 2016Q4,"{""value"":6188.100000000002,""expected"":6131.031884615151,""residual_pct"":0.009308076757528205,""revision_risk"":true}"
period:Q:2017Q1,TimePeriod,2017Q1,"{""frequency"":""Q"",""start"":""2017-01-01""}"
obs:gdp_primary:2017Q1,Observation,浙江第一产业增加值 2017Q1,"{""value"":297.08,""expected"":300.05440832703016,""residual_pct"":-0.00991289660969874,""revision_risk"":false}"
obs:gdp_tertiary:2017Q1,Observation,浙江第三产业增加值 2017Q1,"{""value"":5818.85,""expected"":5783.57945218288,""residual_pct"":0.006098394274467456,""revision_risk"":false}"
obs:gdp_secondary:2017Q1,Observation,浙江第二产业增加值 2017Q1,"{""value"":4436.0,""expected"":4431.589213182089,""residual_pct"":0.000995305883674913,""revision_risk"":false}"
period:Q:2017Q2,TimePeriod,2017Q2,"{""frequency"":""Q"",""start"":""2017-04-01""}"
obs:gdp_primary:2017Q2,Observation,浙江第一产业增加值 2017Q2,"{""value"":523.4000000000001,""expected"":527.9278442691644,""residual_pct"":-0.008576634701722319,""revision_risk"":false}"
obs:gdp_tertiary:2017Q2,Observation,浙江第三产业增加值 2017Q2,"{""value"":6568.969999999999,""expected"":6558.659271231418,""residual_pct"":0.00157207873472065,""revision_risk"":false}"
obs:gdp_secondary:2017Q2,Observation,浙江第二产业增加值 2017Q2,"{""value"":5738.91,""expected"":5757.5799315806,""residual_pct"":-0.003242669976354917,""revision_risk"":false}"
period:Q:2017Q3,TimePeriod,2017Q3,"{""frequency"":""Q"",""start"":""2017-07-01""}"
obs:gdp_primary:2017Q3,Observation,浙江第一产业增加值 2017Q3,"{""value"":427.30999999999995,""expected"":423.79359013083103,""residual_pct"":0.008297458836230565,""revision_risk"":false}"
obs:gdp_tertiary:2017Q3,Observation,浙江第三产业增加值 2017Q3,"{""value"":6658.830000000002,""expected"":6690.854371965665,""residual_pct"":-0.004786290387643777,""revision_risk"":false}"
obs:gdp_secondary:2017Q3,Observation,浙江第二产业增加值 2017Q3,"{""value"":6488.68,""expected"":5593.468244213882,""residual_pct"":0.16004591725574957,""revision_risk"":false}"
period:Q:2017Q4,TimePeriod,2017Q4,"{""frequency"":""Q"",""start"":""2017-10-01""}"
obs:gdp_primary:2017Q4,Observation,浙江第一产业增加值 2017Q4,"{""value"":769.6400000000001,""expected"":716.4314988711047,""residual_pct"":0.0742687908233195,""revision_risk"":true}"
obs:gdp_tertiary:2017Q4,Observation,浙江第三产业增加值 2017Q4,"{""value"":8232.66,""expected"":8176.293209943573,""residual_pct"":0.006893929634015139,""revision_risk"":true}"
obs:gdp_secondary:2017Q4,Observation,浙江第二产业增加值 2017Q4,"{""value"":5807.93,""expected"":6401.993650034329,""residual_pct"":-0.09279353940489199,""revision_risk"":true}"
period:Q:2018Q1,TimePeriod,2018Q1,"{""frequency"":""Q"",""start"":""2018-01-01""}"
obs:gdp_primary:2018Q1,Observation,浙江第一产业增加值 2018Q1,"{""value"":303.4,""expected"":303.4022542663895,""residual_pct"":-7.4299592630611144e-06,""revision_risk"":false}"
obs:gdp_tertiary:2018Q1,Observation,浙江第三产业增加值 2018Q1,"{""value"":6550.62,""expected"":6622.438898520366,""residual_pct"":-0.010844780845982949,""revision_risk"":false}"
obs:gdp_secondary:2018Q1,Observation,浙江第二产业增加值 2018Q1,"{""value"":4837.46,""expected"":4839.792110584226,""residual_pct"":-0.0004818617268964598,""revision_risk"":false}"
period:Q:2018Q2,TimePeriod,2018Q2,"{""frequency"":""Q"",""start"":""2018-04-01""}"
obs:gdp_primary:2018Q2,Observation,浙江第一产业增加值 2018Q2,"{""value"":501.5,""expected"":535.6784536149239,""residual_pct"":-0.0638040477160825,""revision_risk"":false}"
obs:gdp_tertiary:2018Q2,Observation,浙江第三产业增加值 2018Q2,"{""value"":7365.87,""expected"":7383.968679025959,""residual_pct"":-0.0024510774371738764,""revision_risk"":false}"
obs:gdp_secondary:2018Q2,Observation,浙江第二产业增加值 2018Q2,"{""value"":6115.419999999999,""expected"":6084.379734251669,""residual_pct"":0.005101631900716219,""revision_risk"":false}"
period:Q:2018Q3,TimePeriod,2018Q3,"{""frequency"":""Q"",""start"":""2018-07-01""}"
obs:gdp_primary:2018Q3,Observation,浙江第一产业增加值 2018Q3,"{""value"":428.11,""expected"":432.554272542364,""residual_pct"":-0.010274485363981012,""revision_risk"":false}"
obs:gdp_tertiary:2018Q3,Observation,浙江第三产业增加值 2018Q3,"{""value"":7723.01,""expected"":7584.648472131397,""residual_pct"":0.018242312531291383,""revision_risk"":false}"
obs:gdp_secondary:2018Q3,Observation,浙江第二产业增加值 2018Q3,"{""value"":5970.230000000001,""expected"":5956.157008546638,""residual_pct"":0.002362763680200164,""revision_risk"":false}"
period:Q:2018Q4,TimePeriod,2018Q4,"{""frequency"":""Q"",""start"":""2018-10-01""}"
obs:gdp_primary:2018Q4,Observation,浙江第一产业增加值 2018Q4,"{""value"":734.0,""expected"":731.9788239263879,""residual_pct"":0.00276124937982547,""revision_risk"":true}"
obs:gdp_tertiary:2018Q4,Observation,浙江第三产业增加值 2018Q4,"{""value"":9084.759999999998,""expected"":9050.33148268844,""residual_pct"":0.0038041167196376513,""revision_risk"":true}"
obs:gdp_secondary:2018Q4,Observation,浙江第二产业增加值 2018Q4,"{""value"":6582.77,""expected"":6708.806803462673,""residual_pct"":-0.01878676896726561,""revision_risk"":true}"
period:Q:2019Q1,TimePeriod,2019Q1,"{""frequency"":""Q"",""start"":""2019-01-01""}"
obs:gdp_primary:2019Q1,Observation,浙江第一产业增加值 2019Q1,"{""value"":311.11,""expected"":313.7523106009221,""residual_pct"":-0.008421645073661277,""revision_risk"":false}"
obs:gdp_tertiary:2019Q1,Observation,浙江第三产业增加值 2019Q1,"{""value"":7540.08,""expected"":7557.665695885453,""residual_pct"":-0.0023268687175495018,""revision_risk"":false}"
obs:gdp_secondary:2019Q1,Observation,浙江第二产业增加值 2019Q1,"{""value"":5232.88,""expected"":5196.428114545633,""residual_pct"":0.0070147964430282705,""revision_risk"":false}"
period:Q:2019Q2,TimePeriod,2019Q2,"{""frequency"":""Q"",""start"":""2019-04-01""}"
obs:gdp_primary:2019Q2,Observation,浙江第一产业增加值 2019Q2,"{""value"":561.35,""expected"":558.3883090370613,""residual_pct"":0.005303998874987448,""revision_risk"":false}"
obs:gdp_tertiary:2019Q2,Observation,浙江第三产业增加值 2019Q2,"{""value"":8249.29,""expected"":8148.083422445902,""residual_pct"":0.012420905912094549,""revision_risk"":false}"
obs:gdp_secondary:2019Q2,Observation,浙江第二产业增加值 2019Q2,"{""value"":6361.62,""expected"":6323.213813682315,""residual_pct"":0.006073839577364959,""revision_risk"":false}"
period:Q:2019Q3,TimePeriod,2019Q3,"{""frequency"":""Q"",""start"":""2019-07-01""}"
