relationship_id,source_id,relationship_type,target_id,description,evidence_level,weight
r_obs_ind_0230,obs_0230,MEASURES,ind_holiday_days,,observed,
r_obs_time_0230,obs_0230,AT_TIME,month_2025-11,,observed,
r_anomaly_time_2025-11,anomaly_2025-11,AT_TIME,month_2025-11,,rule-based,
r_month_q_2025-11,month_2025-11,IN_QUARTER,quarter_2025-Q4,,schema,
r_month_region_2025-12,month_2025-12,IN_REGION,region_js,,schema,
r_obs_ind_0231,obs_0231,MEASURES,ind_consumption,,observed,
r_obs_time_0231,obs_0231,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0231,obs_0231,FROM_SOURCE,source_025,,observed,
r_obs_ind_0232,obs_0232,MEASURES,ind_generation,,observed,
r_obs_time_0232,obs_0232,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0232,obs_0232,FROM_SOURCE,source_025,,observed,
r_obs_ind_0233,obs_0233,MEASURES,ind_capacity,,observed,
r_obs_time_0233,obs_0233,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0233,obs_0233,FROM_SOURCE,source_025,,observed,
r_obs_ind_0234,obs_0234,MEASURES,ind_peak_load,,observed,
r_obs_time_0234,obs_0234,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0234,obs_0234,FROM_SOURCE,source_025,,observed,
r_obs_ind_0235,obs_0235,MEASURES,ind_mean_temp,,observed,
r_obs_time_0235,obs_0235,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0235,obs_0235,FROM_SOURCE,source_002,,observed,
r_obs_ind_0236,obs_0236,MEASURES,ind_hot_days,,observed,
r_obs_time_0236,obs_0236,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0236,obs_0236,FROM_SOURCE,source_002,,observed,
r_obs_ind_0237,obs_0237,MEASURES,ind_cdd18,,observed,
r_obs_time_0237,obs_0237,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0237,obs_0237,FROM_SOURCE,source_002,,observed,
r_obs_ind_0238,obs_0238,MEASURES,ind_hdd18,,observed,
r_obs_time_0238,obs_0238,AT_TIME,month_2025-12,,observed,
r_obs_source_obs_0238,obs_0238,FROM_SOURCE,source_002,,observed,
r_obs_ind_0239,obs_0239,MEASURES,ind_workdays,,observed,
r_obs_time_0239,obs_0239,AT_TIME,month_2025-12,,observed,
r_obs_ind_0240,obs_0240,MEASURES,ind_holiday_days,,observed,
r_obs_time_0240,obs_0240,AT_TIME,month_2025-12,,observed,
r_anomaly_time_2025-12,anomaly_2025-12,AT_TIME,month_2025-12,,rule-based,
r_month_q_2025-12,month_2025-12,IN_QUARTER,quarter_2025-Q4,,schema,
r_obs_ind_0241,obs_0241,MEASURES,ind_gdp,,observed,
r_obs_time_0241,obs_0241,AT_TIME,quarter_2024-Q1,,observed,
r_obs_source_obs_0241,obs_0241,FROM_SOURCE,source_026,,observed,
r_obs_ind_0242,obs_0242,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0242,obs_0242,AT_TIME,quarter_2024-Q1,,observed,
r_obs_source_obs_0242,obs_0242,FROM_SOURCE,source_026,,observed,
r_obs_ind_0243,obs_0243,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0243,obs_0243,AT_TIME,quarter_2024-Q1,,observed,
r_obs_source_obs_0243,obs_0243,FROM_SOURCE,source_026,,observed,
r_obs_ind_0244,obs_0244,MEASURES,ind_gdp,,observed,
r_obs_time_0244,obs_0244,AT_TIME,quarter_2024-Q2,,observed,
r_obs_source_obs_0244,obs_0244,FROM_SOURCE,source_027,,observed,
r_obs_ind_0245,obs_0245,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0245,obs_0245,AT_TIME,quarter_2024-Q2,,observed,
r_obs_source_obs_0245,obs_0245,FROM_SOURCE,source_027,,observed,
r_obs_ind_0246,obs_0246,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0246,obs_0246,AT_TIME,quarter_2024-Q2,,observed,
r_obs_source_obs_0246,obs_0246,FROM_SOURCE,source_027,,observed,
r_obs_ind_0247,obs_0247,MEASURES,ind_gdp,,observed,
r_obs_time_0247,obs_0247,AT_TIME,quarter_2024-Q3,,observed,
r_obs_source_obs_0247,obs_0247,FROM_SOURCE,source_028,,observed,
r_obs_ind_0248,obs_0248,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0248,obs_0248,AT_TIME,quarter_2024-Q3,,observed,
r_obs_source_obs_0248,obs_0248,FROM_SOURCE,source_028,,observed,
r_obs_ind_0249,obs_0249,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0249,obs_0249,AT_TIME,quarter_2024-Q3,,observed,
r_obs_source_obs_0249,obs_0249,FROM_SOURCE,source_028,,observed,
r_obs_ind_0250,obs_0250,MEASURES,ind_gdp,,observed,
r_obs_time_0250,obs_0250,AT_TIME,quarter_2024-Q4,,observed,
r_obs_source_obs_0250,obs_0250,FROM_SOURCE,source_029,,observed,
r_obs_ind_0251,obs_0251,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0251,obs_0251,AT_TIME,quarter_2024-Q4,,observed,
r_obs_source_obs_0251,obs_0251,FROM_SOURCE,source_029,,observed,
r_obs_ind_0252,obs_0252,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0252,obs_0252,AT_TIME,quarter_2024-Q4,,observed,
r_obs_source_obs_0252,obs_0252,FROM_SOURCE,source_029,,observed,
r_obs_ind_0253,obs_0253,MEASURES,ind_gdp,,observed,
r_obs_time_0253,obs_0253,AT_TIME,quarter_2025-Q1,,observed,
r_obs_source_obs_0253,obs_0253,FROM_SOURCE,source_030,,observed,
r_obs_ind_0254,obs_0254,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0254,obs_0254,AT_TIME,quarter_2025-Q1,,observed,
r_obs_source_obs_0254,obs_0254,FROM_SOURCE,source_030,,observed,
r_obs_ind_0255,obs_0255,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0255,obs_0255,AT_TIME,quarter_2025-Q1,,observed,
r_obs_source_obs_0255,obs_0255,FROM_SOURCE,source_030,,observed,
r_obs_ind_0256,obs_0256,MEASURES,ind_gdp,,observed,
r_obs_time_0256,obs_0256,AT_TIME,quarter_2025-Q2,,observed,
r_obs_source_obs_0256,obs_0256,FROM_SOURCE,source_031,,observed,
r_obs_ind_0257,obs_0257,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0257,obs_0257,AT_TIME,quarter_2025-Q2,,observed,
r_obs_source_obs_0257,obs_0257,FROM_SOURCE,source_031,,observed,
r_obs_ind_0258,obs_0258,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0258,obs_0258,AT_TIME,quarter_2025-Q2,,observed,
r_obs_source_obs_0258,obs_0258,FROM_SOURCE,source_031,,observed,
r_obs_ind_0259,obs_0259,MEASURES,ind_gdp,,observed,
r_obs_time_0259,obs_0259,AT_TIME,quarter_2025-Q3,,observed,
r_obs_source_obs_0259,obs_0259,FROM_SOURCE,source_032,,observed,
r_obs_ind_0260,obs_0260,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0260,obs_0260,AT_TIME,quarter_2025-Q3,,observed,
r_obs_source_obs_0260,obs_0260,FROM_SOURCE,source_032,,observed,
r_obs_ind_0261,obs_0261,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0261,obs_0261,AT_TIME,quarter_2025-Q3,,observed,
r_obs_source_obs_0261,obs_0261,FROM_SOURCE,source_032,,observed,
r_obs_ind_0262,obs_0262,MEASURES,ind_gdp,,observed,
r_obs_time_0262,obs_0262,AT_TIME,quarter_2025-Q4,,observed,
r_obs_source_obs_0262,obs_0262,FROM_SOURCE,source_033,,observed,
r_obs_ind_0263,obs_0263,MEASURES,ind_secondary_gdp,,observed,
r_obs_time_0263,obs_0263,AT_TIME,quarter_2025-Q4,,observed,
r_obs_source_obs_0263,obs_0263,FROM_SOURCE,source_033,,observed,
r_obs_ind_0264,obs_0264,MEASURES,ind_tertiary_gdp,,observed,
r_obs_time_0264,obs_0264,AT_TIME,quarter_2025-Q4,,observed,
r_obs_source_obs_0264,obs_0264,FROM_SOURCE,source_033,,observed,
