observation_id,period,region,indicator_id,value,unit,yoy_pct,scope,source_url,quality_flag
obs_0222,2025-11,江苏省,ind_generation,568.48,亿千瓦时,10.07,month,https://jsb.nea.gov.cn/dtyw/jgdt/202512/t20251218_292547.html,official-published;peak-load-scope-varies
obs_0223,2025-11,江苏省,ind_capacity,23924.71,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202512/t20251218_292547.html,official-published;peak-load-scope-varies
obs_0224,2025-11,江苏省,ind_peak_load,14405.5,万千瓦,6.06,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202512/t20251218_292547.html,official-published;peak-load-scope-varies
obs_0225,2025-11,江苏省,ind_mean_temp,12.06,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0226,2025-11,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0227,2025-11,江苏省,ind_cdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0228,2025-11,江苏省,ind_hdd18,178.1,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0229,2025-11,江苏省,ind_workdays,20,天,,month,国务院办公厅节假日通知,official-calendar
obs_0230,2025-11,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0231,2025-12,江苏省,ind_consumption,755.96,亿千瓦时,1.14,month,https://jsb.nea.gov.cn/dtyw/jgdt/202601/t20260116_294284.html,official-published;peak-load-scope-varies
obs_0232,2025-12,江苏省,ind_generation,593.48,亿千瓦时,2.86,month,https://jsb.nea.gov.cn/dtyw/jgdt/202601/t20260116_294284.html,official-published;peak-load-scope-varies
obs_0233,2025-12,江苏省,ind_capacity,24535.31,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202601/t20260116_294284.html,official-published;peak-load-scope-varies
obs_0234,2025-12,江苏省,ind_peak_load,14405.5,万千瓦,6.06,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202601/t20260116_294284.html,official-published;peak-load-scope-varies
obs_0235,2025-12,江苏省,ind_mean_temp,7.37,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0236,2025-12,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0237,2025-12,江苏省,ind_cdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0238,2025-12,江苏省,ind_hdd18,329.4,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0239,2025-12,江苏省,ind_workdays,23,天,,month,国务院办公厅节假日通知,official-calendar
obs_0240,2025-12,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0241,2024-Q1,江苏省,ind_gdp,31020.41,亿元,6.2,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2024/4/22/art_85276_11223931.html,official-published
obs_0242,2024-Q1,江苏省,ind_secondary_gdp,13132.9,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2024/4/22/art_85276_11223931.html,official-published
obs_0243,2024-Q1,江苏省,ind_tertiary_gdp,17248.81,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2024/4/22/art_85276_11223931.html,official-published
obs_0244,2024-Q2,江苏省,ind_gdp,63326.3,亿元,5.8,quarterly-cumulative,https://www.jiangsu.gov.cn/art/2024/7/24/art_34151_11305109.html,official-published
obs_0245,2024-Q2,江苏省,ind_secondary_gdp,27709.7,亿元,,quarterly-cumulative,https://www.jiangsu.gov.cn/art/2024/7/24/art_34151_11305109.html,official-published
obs_0246,2024-Q2,江苏省,ind_tertiary_gdp,33880.4,亿元,,quarterly-cumulative,https://www.jiangsu.gov.cn/art/2024/7/24/art_34151_11305109.html,official-published
obs_0247,2024-Q3,江苏省,ind_gdp,97744.3,亿元,5.7,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2024/10/24/art_85275_11400783.html,official-published
obs_0248,2024-Q3,江苏省,ind_secondary_gdp,42413.2,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2024/10/24/art_85275_11400783.html,official-published
obs_0249,2024-Q3,江苏省,ind_tertiary_gdp,52493.0,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2024/10/24/art_85275_11400783.html,official-published
obs_0250,2024-Q4,江苏省,ind_gdp,137008.0,亿元,5.8,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/3/15/art_85764_11514117.html,official-published
obs_0251,2024-Q4,江苏省,ind_secondary_gdp,59180.1,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/3/15/art_85764_11514117.html,official-published
obs_0252,2024-Q4,江苏省,ind_tertiary_gdp,72582.8,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/3/15/art_85764_11514117.html,official-published
obs_0253,2025-Q1,江苏省,ind_gdp,33088.6,亿元,5.9,quarterly-cumulative,https://m.people.cn/n4/2025/0422/c1545-21613260.html,official-statistics-republished
obs_0254,2025-Q1,江苏省,ind_secondary_gdp,13580.3,亿元,,quarterly-cumulative,https://m.people.cn/n4/2025/0422/c1545-21613260.html,official-statistics-republished
obs_0255,2025-Q1,江苏省,ind_tertiary_gdp,18831.0,亿元,,quarterly-cumulative,https://m.people.cn/n4/2025/0422/c1545-21613260.html,official-statistics-republished
obs_0256,2025-Q2,江苏省,ind_gdp,66967.8,亿元,5.7,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/7/22/art_85276_11605717.html,official-published
obs_0257,2025-Q2,江苏省,ind_secondary_gdp,28391.1,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/7/22/art_85276_11605717.html,official-published
obs_0258,2025-Q2,江苏省,ind_tertiary_gdp,36799.1,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/7/22/art_85276_11605717.html,official-published
obs_0259,2025-Q3,江苏省,ind_gdp,102811.0,亿元,5.4,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/10/25/art_85275_11662557.html,official-published
obs_0260,2025-Q3,江苏省,ind_secondary_gdp,43450.8,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/10/25/art_85275_11662557.html,official-published
obs_0261,2025-Q3,江苏省,ind_tertiary_gdp,56118.8,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2025/10/25/art_85275_11662557.html,official-published
obs_0262,2025-Q4,江苏省,ind_gdp,142351.5,亿元,5.3,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2026/3/19/art_85764_11744302.html,official-published
obs_0263,2025-Q4,江苏省,ind_secondary_gdp,60038.2,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2026/3/19/art_85764_11744302.html,official-published
obs_0264,2025-Q4,江苏省,ind_tertiary_gdp,76943.7,亿元,,quarterly-cumulative,https://tj.jiangsu.gov.cn/art/2026/3/19/art_85764_11744302.html,official-published
