id,source_id,target_id,type,description,direction,lag,confidence,provenance
rel-002214,obs-temp-abs-min-2022-04,period-2022-04,AT_TIME,观测统计期,,,,
rel-002215,obs-temp-abs-min-2022-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002216,obs-cdd18-2022-04,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002217,obs-cdd18-2022-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002218,obs-cdd18-2022-04,period-2022-04,AT_TIME,观测统计期,,,,
rel-002219,obs-cdd18-2022-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002220,obs-hdd18-2022-04,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002221,obs-hdd18-2022-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002222,obs-hdd18-2022-04,period-2022-04,AT_TIME,观测统计期,,,,
rel-002223,obs-hdd18-2022-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002224,obs-hot-days-2022-04,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002225,obs-hot-days-2022-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002226,obs-hot-days-2022-04,period-2022-04,AT_TIME,观测统计期,,,,
rel-002227,obs-hot-days-2022-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002228,obs-cold-days-2022-04,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002229,obs-cold-days-2022-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002230,obs-cold-days-2022-04,period-2022-04,AT_TIME,观测统计期,,,,
rel-002231,obs-cold-days-2022-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002232,obs-temp-mean-2022-05,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002233,obs-temp-mean-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002234,obs-temp-mean-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002235,obs-temp-mean-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002236,obs-temp-max-mean-2022-05,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002237,obs-temp-max-mean-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002238,obs-temp-max-mean-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002239,obs-temp-max-mean-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002240,obs-temp-min-mean-2022-05,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002241,obs-temp-min-mean-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002242,obs-temp-min-mean-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002243,obs-temp-min-mean-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002244,obs-temp-abs-max-2022-05,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002245,obs-temp-abs-max-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002246,obs-temp-abs-max-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002247,obs-temp-abs-max-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002248,obs-temp-abs-min-2022-05,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002249,obs-temp-abs-min-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002250,obs-temp-abs-min-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002251,obs-temp-abs-min-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002252,obs-cdd18-2022-05,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002253,obs-cdd18-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002254,obs-cdd18-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002255,obs-cdd18-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002256,obs-hdd18-2022-05,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002257,obs-hdd18-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002258,obs-hdd18-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002259,obs-hdd18-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002260,obs-hot-days-2022-05,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002261,obs-hot-days-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002262,obs-hot-days-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002263,obs-hot-days-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002264,obs-cold-days-2022-05,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002265,obs-cold-days-2022-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002266,obs-cold-days-2022-05,period-2022-05,AT_TIME,观测统计期,,,,
rel-002267,obs-cold-days-2022-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002268,obs-temp-mean-2022-06,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002269,obs-temp-mean-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002270,obs-temp-mean-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002271,obs-temp-mean-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002272,obs-temp-max-mean-2022-06,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002273,obs-temp-max-mean-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002274,obs-temp-max-mean-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002275,obs-temp-max-mean-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002276,obs-temp-min-mean-2022-06,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002277,obs-temp-min-mean-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002278,obs-temp-min-mean-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002279,obs-temp-min-mean-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002280,obs-temp-abs-max-2022-06,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002281,obs-temp-abs-max-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002282,obs-temp-abs-max-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002283,obs-temp-abs-max-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002284,obs-temp-abs-min-2022-06,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002285,obs-temp-abs-min-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002286,obs-temp-abs-min-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002287,obs-temp-abs-min-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002288,obs-cdd18-2022-06,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002289,obs-cdd18-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002290,obs-cdd18-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002291,obs-cdd18-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002292,obs-hdd18-2022-06,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002293,obs-hdd18-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002294,obs-hdd18-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002295,obs-hdd18-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002296,obs-hot-days-2022-06,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002297,obs-hot-days-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002298,obs-hot-days-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002299,obs-hot-days-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002300,obs-cold-days-2022-06,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002301,obs-cold-days-2022-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002302,obs-cold-days-2022-06,period-2022-06,AT_TIME,观测统计期,,,,
rel-002303,obs-cold-days-2022-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002304,obs-temp-mean-2022-07,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002305,obs-temp-mean-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002306,obs-temp-mean-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002307,obs-temp-mean-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002308,obs-temp-max-mean-2022-07,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002309,obs-temp-max-mean-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002310,obs-temp-max-mean-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002311,obs-temp-max-mean-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002312,obs-temp-min-mean-2022-07,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002313,obs-temp-min-mean-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002314,obs-temp-min-mean-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002315,obs-temp-min-mean-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002316,obs-temp-abs-max-2022-07,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002317,obs-temp-abs-max-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002318,obs-temp-abs-max-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002319,obs-temp-abs-max-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002320,obs-temp-abs-min-2022-07,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002321,obs-temp-abs-min-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002322,obs-temp-abs-min-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002323,obs-temp-abs-min-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002324,obs-cdd18-2022-07,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002325,obs-cdd18-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002326,obs-cdd18-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002327,obs-cdd18-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002328,obs-hdd18-2022-07,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002329,obs-hdd18-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002330,obs-hdd18-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002331,obs-hdd18-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002332,obs-hot-days-2022-07,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002333,obs-hot-days-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002334,obs-hot-days-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002335,obs-hot-days-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002336,obs-cold-days-2022-07,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002337,obs-cold-days-2022-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002338,obs-cold-days-2022-07,period-2022-07,AT_TIME,观测统计期,,,,
rel-002339,obs-cold-days-2022-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002340,obs-temp-mean-2022-08,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002341,obs-temp-mean-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002342,obs-temp-mean-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002343,obs-temp-mean-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002344,obs-temp-max-mean-2022-08,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002345,obs-temp-max-mean-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002346,obs-temp-max-mean-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002347,obs-temp-max-mean-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002348,obs-temp-min-mean-2022-08,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002349,obs-temp-min-mean-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002350,obs-temp-min-mean-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002351,obs-temp-min-mean-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002352,obs-temp-abs-max-2022-08,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002353,obs-temp-abs-max-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002354,obs-temp-abs-max-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002355,obs-temp-abs-max-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002356,obs-temp-abs-min-2022-08,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002357,obs-temp-abs-min-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002358,obs-temp-abs-min-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002359,obs-temp-abs-min-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002360,obs-cdd18-2022-08,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002361,obs-cdd18-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002362,obs-cdd18-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002363,obs-cdd18-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002364,obs-hdd18-2022-08,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002365,obs-hdd18-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002366,obs-hdd18-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002367,obs-hdd18-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002368,obs-hot-days-2022-08,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002369,obs-hot-days-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002370,obs-hot-days-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002371,obs-hot-days-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002372,obs-cold-days-2022-08,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002373,obs-cold-days-2022-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002374,obs-cold-days-2022-08,period-2022-08,AT_TIME,观测统计期,,,,
rel-002375,obs-cold-days-2022-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002376,obs-temp-mean-2022-09,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002377,obs-temp-mean-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002378,obs-temp-mean-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002379,obs-temp-mean-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002380,obs-temp-max-mean-2022-09,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002381,obs-temp-max-mean-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002382,obs-temp-max-mean-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002383,obs-temp-max-mean-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002384,obs-temp-min-mean-2022-09,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002385,obs-temp-min-mean-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002386,obs-temp-min-mean-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002387,obs-temp-min-mean-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002388,obs-temp-abs-max-2022-09,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002389,obs-temp-abs-max-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002390,obs-temp-abs-max-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002391,obs-temp-abs-max-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002392,obs-temp-abs-min-2022-09,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002393,obs-temp-abs-min-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002394,obs-temp-abs-min-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002395,obs-temp-abs-min-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002396,obs-cdd18-2022-09,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002397,obs-cdd18-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002398,obs-cdd18-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002399,obs-cdd18-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002400,obs-hdd18-2022-09,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002401,obs-hdd18-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002402,obs-hdd18-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002403,obs-hdd18-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002404,obs-hot-days-2022-09,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002405,obs-hot-days-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002406,obs-hot-days-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002407,obs-hot-days-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002408,obs-cold-days-2022-09,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002409,obs-cold-days-2022-09,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002410,obs-cold-days-2022-09,period-2022-09,AT_TIME,观测统计期,,,,
rel-002411,obs-cold-days-2022-09,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002412,obs-temp-mean-2022-10,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002413,obs-temp-mean-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002414,obs-temp-mean-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002415,obs-temp-mean-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002416,obs-temp-max-mean-2022-10,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002417,obs-temp-max-mean-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002418,obs-temp-max-mean-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002419,obs-temp-max-mean-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002420,obs-temp-min-mean-2022-10,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002421,obs-temp-min-mean-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002422,obs-temp-min-mean-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002423,obs-temp-min-mean-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002424,obs-temp-abs-max-2022-10,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002425,obs-temp-abs-max-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002426,obs-temp-abs-max-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002427,obs-temp-abs-max-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002428,obs-temp-abs-min-2022-10,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002429,obs-temp-abs-min-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002430,obs-temp-abs-min-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002431,obs-temp-abs-min-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002432,obs-cdd18-2022-10,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002433,obs-cdd18-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002434,obs-cdd18-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002435,obs-cdd18-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002436,obs-hdd18-2022-10,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002437,obs-hdd18-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002438,obs-hdd18-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002439,obs-hdd18-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002440,obs-hot-days-2022-10,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002441,obs-hot-days-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002442,obs-hot-days-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002443,obs-hot-days-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002444,obs-cold-days-2022-10,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002445,obs-cold-days-2022-10,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002446,obs-cold-days-2022-10,period-2022-10,AT_TIME,观测统计期,,,,
rel-002447,obs-cold-days-2022-10,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002448,obs-temp-mean-2022-11,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002449,obs-temp-mean-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002450,obs-temp-mean-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002451,obs-temp-mean-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002452,obs-temp-max-mean-2022-11,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002453,obs-temp-max-mean-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002454,obs-temp-max-mean-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002455,obs-temp-max-mean-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002456,obs-temp-min-mean-2022-11,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002457,obs-temp-min-mean-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002458,obs-temp-min-mean-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002459,obs-temp-min-mean-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002460,obs-temp-abs-max-2022-11,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002461,obs-temp-abs-max-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002462,obs-temp-abs-max-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002463,obs-temp-abs-max-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002464,obs-temp-abs-min-2022-11,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002465,obs-temp-abs-min-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002466,obs-temp-abs-min-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002467,obs-temp-abs-min-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002468,obs-cdd18-2022-11,feature-cdd18,MEASURES,观测对应指标,,,,
rel-002469,obs-cdd18-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002470,obs-cdd18-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002471,obs-cdd18-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002472,obs-hdd18-2022-11,feature-hdd18,MEASURES,观测对应指标,,,,
rel-002473,obs-hdd18-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002474,obs-hdd18-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002475,obs-hdd18-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002476,obs-hot-days-2022-11,feature-hot-days,MEASURES,观测对应指标,,,,
rel-002477,obs-hot-days-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002478,obs-hot-days-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002479,obs-hot-days-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002480,obs-cold-days-2022-11,feature-cold-days,MEASURES,观测对应指标,,,,
rel-002481,obs-cold-days-2022-11,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002482,obs-cold-days-2022-11,period-2022-11,AT_TIME,观测统计期,,,,
rel-002483,obs-cold-days-2022-11,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002484,obs-temp-mean-2022-12,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-002485,obs-temp-mean-2022-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002486,obs-temp-mean-2022-12,period-2022-12,AT_TIME,观测统计期,,,,
rel-002487,obs-temp-mean-2022-12,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002488,obs-temp-max-mean-2022-12,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-002489,obs-temp-max-mean-2022-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002490,obs-temp-max-mean-2022-12,period-2022-12,AT_TIME,观测统计期,,,,
rel-002491,obs-temp-max-mean-2022-12,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002492,obs-temp-min-mean-2022-12,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-002493,obs-temp-min-mean-2022-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002494,obs-temp-min-mean-2022-12,period-2022-12,AT_TIME,观测统计期,,,,
rel-002495,obs-temp-min-mean-2022-12,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002496,obs-temp-abs-max-2022-12,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-002497,obs-temp-abs-max-2022-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-002498,obs-temp-abs-max-2022-12,period-2022-12,AT_TIME,观测统计期,,,,
rel-002499,obs-temp-abs-max-2022-12,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-002500,obs-temp-abs-min-2022-12,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-002501,obs-temp-abs-min-2022-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
